location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude,Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations
Meno Ya Win Health Centre,Sioux Lookout,https://slmhc.on.ca/about/covid-19-information/covid-19-assessment-centre/,807-737-5880,P8T 1B4,1 Meno Ya Win Way,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,50.106023,-91.92795,No,No,Yes,No,No
Smooth Rock Falls Hospital,Smooth Rock Falls,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,705-338-2781 ext. 3229,P0L 2B0,107 Kelly Road,ON,,10:00-14:00,,10:00-14:00,,49.272619,-81.610334,No,No,No,Yes,Yes
Superior North EMS Community Paramedicine Program,Thunder Bay,https://www.tbdhu.com/coronavirus,807-935-8100,P7B 2M6,1408 Brown Street,ON,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,48.365919,-89.28123,No,Yes,Yes,No,Yes
Temiskaming Hospital,Temiskaming Shores,https://temiskaming-hospital.com/tem/,705-648-1844,P0J 1P0,421 Shepherdson Road,ON,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,47.495213,-79.693163,No,Yes,Yes,Yes,No
Thunder Bay Assessment Centre,Thunder Bay,https://www.tbdhu.com/coronavirus,807-935-8100,P7B 6V4,980 Oliver Road,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,48.424784,-89.269319,Yes,Yes,No,Yes,No
Fort Albany Hospital,Fort Albany,https://www.waha.ca/covid-19/,705-278-2150,P0L 1H0,5 Airport Road,ON,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,,52.206719,-81.684853,Yes,No,No,Yes,No
Attawapiskat Hospital,Attawapiskat,https://www.waha.ca/covid-19/,705-997-2150,P0L 1A0,972 Riverside East,ON,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,,52.922613,-82.425772,Yes,Yes,No,No,Yes
Moosonee Health Centre,Moosonee,https://www.waha.ca/covid-19/,705-336-2341,P0L 1Y0,5 Percy's Way,ON,13:00-16:00,,13:00-16:00,13:00-16:00,,51.271219,-80.65086,Yes,No,No,Yes,Yes
Kashechewan Health Services,Kashechewan,https://www.waha.ca/covid-19/,705-336-2294 ext. 326,P0L 1S0,,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,0,0,No,No,Yes,Yes,Yes
Peawanuck Nursing Station,Peawanuck,https://www.waha.ca/covid-19/,705-336-2294 ext. 326,P0L 2H0,,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,0,0,No,No,Yes,Yes,No
West Nipissing General Hospital,Sturgeon Falls,https://www.myhealthunit.ca/en/health-topics/coronavirus.asp,705-580-2186,P2B 2Y6,219 O'Hara Street,ON,12:00-16:00,12:00-16:00,,12:00-16:00,12:00-16:00,46.367086,-79.917254,No,Yes,No,Yes,Yes
Brant Community Healthcare System,Brantford,https://www.bchsys.org/en/covid-19-online-scheduling.aspx,519-751-5818,N3S 2E4,79 Market Street South,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.135386,-80.263542,Yes,Yes,No,No,No
Cambridge Assessment Centre,Cambridge,https://myvisit.cmh.org/,226-895-1050,N3C 3T2,215 Holiday Inn Drive,ON,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,43.41699,-80.320331,No,No,No,Yes,No
Chatham-Kent Health Alliance,Chatham,http://www.assessmentbooking.ca,519-436-2556,N7L 1B5,10 Grand Avenue West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.40751,-82.19116,No,No,No,Yes,No
Erie Shores Healthcare,Leamington,https://www.erieshoreshealthcare.ca/COVID19AssessmentCentre,519-326-2373 ext. 4263,N8H 1N9,194 Talbot Street West,ON,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,42.048807,-82.614178,Yes,No,Yes,Yes,No
Grand River Hospital COVID-19 Testing Centre,Kitchener,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,519-749-4300 ext. 6824,N2G 1G3,835 King Street West,ON,07:30-18:30,07:30-18:30,07:30-18:30,07:30-18:30,07:30-18:30,43.456239,-80.511992,Yes,Yes,No,Yes,No
Grand River Hospital - Drive Thru COVID-19 Assessment Center,Kitchener,https://www.grhosp.on.ca/,226-806-5690,N2G 1H3,15 Charles Street West,ON,07:30-18:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,43.4492284816147,-80.4911559761408,No,No,Yes,Yes,No
Grey Bruce Health Services - Owen Sound,Owen Sound,https://gbhs.simplybook.me/v2/,519-378-1466,N4K 6C1,"1100 16th Avenue East, Unit C",ON,08:00-16:00,,08:00-16:00,,08:00-16:00,44.5710589081494,-80.9157453019511,No,Yes,No,Yes,No
Dave Andreychuk Mountain Arena Assessment Centre,Hamilton,https://www.hamilton.ca/coronavirus/assessment-centres,905-974-9848,L9A 2N3,25 Hester Street,ON,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,43.22559,-79.880934,No,Yes,Yes,Yes,No
Hamilton Health Sciences,Hamilton,http://www.HamiltonCovidTest.ca,289-778-1465,L8S 1A4,690 Main Street West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.26044,-79.897864,No,Yes,No,Yes,Yes
Hanover and District Hospital,Hanover,https://www.hanoverhospital.on.ca/news.php?pgid=121,519-378-1466,N4N 1N1,90 7th Avenue,ON,13:00-17:00,,13:00-17:00,,13:00-17:00,44.141506,-81.029323,Yes,Yes,No,Yes,Yes
Listowel Wingham Hospitals Alliance,Listowel,https://lwha.ca/covidbooking/,519-292-2133,N4W 2P5,255 Elizabeth Street East,ON,08:30-16:30,08:30-12:30,08:30-16:30,,08:30-16:30,43.7336,-80.948919,No,No,Yes,Yes,No
Niagara Health Greater Niagara General Site,Niagara Falls,https://www.niagarahealth.on.ca/centres,905-378-4647 ext. 42819,L2E 6X2,5546 Portage Road,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.094126,-79.089606,Yes,Yes,Yes,No,Yes
Niagara Health St. Catharines Site,St. Catharines,https://www.niagarahealth.on.ca/centres,905-378-4647 ext. 42819,L2S 0A9,1200 Fourth Avenue,ON,08:00-16:00,08:00-18:00,08:00-16:00,08:00-18:00,08:00-16:00,43.153843,-79.278522,Yes,Yes,No,No,No
Six Nations COVID-19 Assessment & Drive-Through Test Centre,Ohsweken,https://www.sixnationscovid19.ca/,1-855-977-7737,N0A 1M0,1738 Fourth Line Road,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.069122,-80.122986,Yes,No,No,Yes,Yes
Carling Heights Optimist Community Centre,London,http://www.covidtestinglm.ca,519-685-8500 ext. 75503,N5Y 6L3,656 Elizabeth Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,42.998736,-81.228895,Yes,Yes,No,Yes,No
St. Mary's General Hospital - Bathurst Site,Waterloo,https://www.smgh.ca/,519-885-9517,N2V 2C5,"50 Bathurst Drive, Unit 1",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.507454,-80.538638,Yes,No,Yes,Yes,Yes
St. Thomas Elgin General Hospital,St. Thomas,https://www.stegh.on.ca/patients-visitors/covid-19/covid-19-assessment-centre/,519-631-2030 ext. 6210,N5R 5C4,189 Elm Street,ON,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,42.763425,-81.180145,Yes,No,No,Yes,No
Tillsonburg District Memorial Hospital,Tillsonburg,https://www.tillsonburghospital.on.ca/about-tdmh/covid-19/,1-855-905-6148,N4G 1V4,17 Bear Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,42.863656,-80.733757,No,No,Yes,Yes,Yes
West Haldimand General Hospital,Hagersville,https://www.whgh.ca/,905-768-3311 ext. 1113,N0A 1H0,75 Parkview Road,ON,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,42.959342,-80.041081,No,Yes,Yes,Yes,Yes
Windsor Regional Hospital - Ouellette Campus,Windsor,https://www.wrh.on.ca/COVID19AssessmentCentre,519-973-4443,N9A 1E1,1030 Ouellette Avenue,ON,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,42.309167,-83.031869,No,Yes,No,No,Yes
Woodstock General Hospital,Woodstock,https://www.wgh.on.ca/display/PV/COVID-19+Assessment+Centre,1-855-905-6148,N4V 0A4,310 Juliana Drive,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.106722,-80.753799,Yes,Yes,Yes,Yes,Yes
Blanche River Health-Kirkland,Kirkland Lake,http://www.blancheriverhealth.ca/brh_website/,705-568-2127,P2N 3P4,145 Government Road East,ON,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,48.153552,-80.014725,No,No,No,Yes,No
COVID-19 Testing Clinic Milton,Milton,http://www.fhhealth.com/pho,437-826-2118,L9T 9K1,725 Bronte Street South,ON,09:00-17:00,09:00-17:00,09:00-17:00,11:00-19:00,09:00-17:00,43.497418,-79.868476,Yes,Yes,No,Yes,No
Georgetown Pop-up Testing,Georgetown,http://www.drivercheck.ca/ontariohealth,,L7G 2B8,1 Princess Anne Drive,ON,09:00-17:00,,15:00-19:00,,15:00-19:00,43.644985,-79.933321,Yes,Yes,No,No,Yes
Credit Valley Hospital – Drive-Thru,Mississauga,https://trilliumhealthpartners.ca/covid-19/A/assessment.html#starthere,,L5M 2N1,2200 Eglinton Avenue West,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.558655,-79.703279,Yes,No,Yes,Yes,Yes
"COVID-19 CHEO Assessment Centre for Infants, Children and Youth at Brewer Park Arena",Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-737-7600 ext. 6720,K1S 5T1,151 Brewer Way,ON,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,45.389239,-75.690478,No,Yes,No,No,Yes
Brewer Park Arena (The Ottawa Hospital),Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-737-8193,K1S 5T1,151 Brewer Way,ON,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,45.389239,-75.690478,Yes,Yes,No,Yes,Yes
Haliburton Family Medical Centre,Haliburton,https://www.haliburtoncares.ca/,705-457-1212 ext. 6,K0M 1S0,7217 Gelert Road,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-15:15,45.039054,-78.528165,No,Yes,No,No,No
Hawkesbury and District General Hospital - Rockland,Rockland,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,613-446-7677,K4K 0B4,2741 Chamberland Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,,45.544511,-75.301242,No,No,No,No,Yes
Kingston Assessment Centre,Kingston,https://kingstonhsc.ca/patients-families-and-visitors/covid-19-information/community-assessment-centre,613-548-2376,K7M 9B1,51 Heakes Lane,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,44.218676,-76.521757,Yes,Yes,No,No,No
Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre,Picton,https://www.qhc.on.ca/covid-19.php,613-813-6864,K0K 2T0,375 Main Street East,ON,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,44.008797,-77.139402,Yes,No,No,No,Yes
COVID-19 Care and Testing Centre – Moodie,Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-721-4722,K2H 8A8,595 Moodie Drive,ON,08:00-15:30,08:00-15:30,08:00-15:30,08:00-15:30,08:00-15:30,45.310814,-75.825601,Yes,Yes,No,No,No
Quinte West COVID-19 Assessment Centre/Duncan McDonald Memorial Community Gardens Arena,Trenton,https://www.qhc.on.ca/covid-19.php,613-961-5544,K8V 1G8,8 Couch Crescent,ON,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,44.102899,-77.569555,No,No,No,No,No
Cobden - Astrolabe Arena / Renfrew County Virtual Triage and Assessment Centre,Cobden,https://rcvtac.ca/,1-844-727-6404,K0J 1K0,43 Astrolabe Road,ON,,,,,13:30-16:00,45.623129,-76.879507,Yes,Yes,No,No,Yes
Barry's Bay - Renfrew County Virtual Triage and Assessment Centre,Barry's Bay,https://rcvtac.ca/,1-844-727-6404,K0J 1B0,8 Billings Street,ON,,,,,10:00-11:00,45.486065,-77.6791244,Yes,Yes,Yes,No,Yes
RMH COVID-19 Assessment Centre,Lindsay,https://www.rmh.org/covid-19,705-328-6217,K9V 2Y8,210 Kent Street West,ON,08:30-16:15,08:30-16:15,08:30-16:15,08:30-16:15,08:30-16:15,44.35475,-78.74238,No,No,Yes,Yes,No
Winchester COVID-19 Assessment Centre- Lions Club Hall,Winchester,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,800-267-7120,K0C 2K0,515 Albert Street,ON,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,45.092745,-75.350378,Yes,No,No,No,No
Peterborough COVID Assessment Centre - Northcrest Arena,Peterborough,https://www.prhc.on.ca/,,K9J 7C6,1 Hospital Drive,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,44.300025,-78.347609,No,No,No,Yes,Yes
Peterborough Regional Health Centre,Peterborough,https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/,705-876-5086,K9J 7C6,1 Hospital Drive,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,44.300025,-78.347609,Yes,No,No,Yes,No
Atikokan General Hospital,Atikokan,https://aghospital.on.ca/,807-597-4215,P0T 1C0,"120 Dorothy Street, Box 2490",ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,48.7542759,-91.597543,Yes,Yes,Yes,No,Yes
Health Sciences North - NEOMO,Sudbury,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,705-671-7373,P3E 3X9,885 Prete Street,ON,09:00-12:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,46.473037,-81.006321,No,No,No,Yes,No
