location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude,Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations
Oakville Trafalgar Memorial Hospital,Oakville,https://www.haltonhealthcare.on.ca/,905-203-7963,L6M 0L8,3001 Hospital Gate,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.450869,-79.763927,No,No,No,Yes,Yes
Georgetown Hospital,Georgetown,https://www.haltonhealthcare.on.ca/,905-203-7963,L7G 2B8,1 Princess Anne Drive,ON,,,08:00-16:00,,,43.644985,-79.933321,No,Yes,No,Yes,Yes
MacKenzie Health,Richmond Hill,https://www.mackenziehealth.ca/en/index.aspx,905-883-1212 ext. 2004,L4C 4Z3,10 Trench Street,ON,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,43.870017,-79.450278,Yes,Yes,Yes,Yes,Yes
Southlake Regional Health Centre,Newmarket,https://southlake.ca/,289-803-2199,L3Y 2P3,474 Davis Drive,ON,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,44.05929,-79.458347,Yes,Yes,No,Yes,No
Lakeridge Health - Oshawa,Oshawa,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,,L1G 2B9,1 Hospital Court,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,,43.905529,-78.869215,Yes,No,Yes,Yes,Yes
Lakeridge Health - Ajax Pickering,Ajax,http://covidswab.lh.ca,,L1S 2J4,580 Harwood Avenue South,ON,10:00-18:00,10:00-18:00,10:00-18:00,08:00-16:00,08:00-16:00,43.836799,-79.017114,No,No,Yes,No,Yes
Headwaters Health Care Centre,Orangeville,https://www.headwatershealth.ca/,833-442-2001,L9W 4X9,100 Rolling Hills Drive,ON,10:00-18:00,12:00-20:00,10:00-18:00,12:00-20:00,10:00-18:00,43.920776,-80.072523,Yes,No,Yes,Yes,Yes
Markham Stouffville Hospital,Markham,https://www.msh.on.ca/,,L3P 7P3,381 Church Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.884138,-79.231961,No,Accessible portable washrooms,Yes,Yes,Yes
Bracebridge Rotary Centre,Bracebridge,https://www.mahc.ca/en/services/covid19.aspx#,888-383-7009,P1L 1E2,131 Wellington Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.037419,-79.318023,Yes,No,No,No,Yes
Huntsville District Memorial Hospital,Huntsville,https://www.mahc.ca/en/services/covid19.aspx#,888-383-7009,P1H 1H7,100 Frank Miller Drive,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.339214,-79.20568,No,Yes,No,No,Yes
Orillia Soldiers' Memorial Hospital,Orillia,https://www.osmh.on.ca/,888-589-4109,L3V 2Z3,170 Colborne Street West,ON,11:00-18:30,11:00-18:30,11:00-18:30,11:00-18:30,11:00-18:30,44.6048596,-79.4277891,Yes,No,Yes,Yes,Yes
Barrie Community Health Centre,Barrie,https://covid19.barriehealth.info/,,L4N 6M2,490 Huronia Road,ON,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,44.34716,-79.665693,Yes,Yes,Yes,No,Yes
Stevenson Memorial Hospital,Alliston,http://www.stevensonhospital.ca/,249-501-0383,L9R 1W7,200 Fletcher Crescent,ON,09:00-17:00,,09:00-17:00,,09:00-17:00,44.155578,-79.875078,No,No,Yes,No,Yes
Almonte General Hospital,Almonte,http://www.almontegeneral.com/assessmentcentre,613-325-1208,K0A 1A0,75 Spring Street,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,45.228961,-76.189452,Yes,Yes,Yes,No,Yes
Brockville General Hospital,Brockville,https://www.brockvillegeneralhospital.ca/en/patient-care/covid-19-coronavirus.aspx#,613-704-1441,K6V 7J5,100 Magedoma Boulevard,ON,10:00-12:30&13:00-17:30,10:00-12:30&13:00-17:30,10:00-12:30&13:00-17:30,10:00-12:30&13:00-17:30,10:00-12:30&13:00-17:30,44.610024,-75.699937,No,Yes,No,Yes,No
Cornwall COVID-19 Assessment Centre,Cornwall,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,343-475-0160,K6H 4M3,850 McConnell Avenue,ON,14:00-18:00,09:00-15:00,09:00-13:00,14:00-18:00,09:00-15:00,45.030101,-74.717964,No,Yes,Yes,Yes,Yes
Akausivik Inuit Family Health Team - COVID-19 Assessment Centre,Ottawa,https://www.ottawapublichealth.ca/en/public-health-topics/resources/AIFHT-COVID-Testing-Info--Video---English.pdf,613-740-0999,K1L 0A4,"24 Selkirk Street, Suite 300",ON,10:30-18:00,10:30-18:00,10:30-18:00,10:30-18:00,10:30-18:00,45.431716,-75.667688,No,No,No,Yes,No
Casselman COVID-19 Assessment Centre,Casselman,https://epicapps.toh.ca/mychart/openscheduling,613-632-1111 ext. 53800,K0A 1M0,710 Principale Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,45.3125546595604,-75.0861035742728,No,Yes,No,No,Yes
Lennox and Addington County General Hospital,Napanee,http://web.lacgh.napanee.on.ca/,613-354-8254,K7R 2Z4,12 Richmond Park Drive,ON,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,44.2415493542924,-76.9673079667205,No,Yes,No,Yes,Yes
Akwesasne COVID-19 Assessment Centre,Akwesasne,http://www.akwesasne.ca/covid-19-novel-coronavirus-information/,613-575-5005 ext. 3704,H0M 1A0,31 Hilltop Drive,QC,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,44.999832,-74.654378,Yes,Yes,No,Yes,Yes
North Hastings COVID-19 Assessment Center,Bancroft,https://www.qhc.on.ca/covid-19.php,613-332-2825 ext. 6224,K0L 1C0,1 Manor Lane,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,45.055092,-77.864208,No,Yes,No,No,No
Perth and Smiths Falls District Hospital - Smiths Falls Site,Smiths Falls,https://psfdh.on.ca/2020/04/03/community-assessment-centre/,613-283-2330 ext. 1401,K7A 2H9,60 Cornelia Street West,ON,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,44.907454,-76.027508,Yes,Yes,Yes,No,No
Quinte Healthcare - Quinte Secondary School,Belleville,https://www.qhc.on.ca/covid-19.php,613-961-5544,K8P 2G3,45 College Street West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.17531,-77.393179,No,Yes,No,No,Yes
Cobden Arena,Cobden,https://rcvtac.ca/,844-727-6404,K0J 1K0,43 Astrolabe Road,ON,09:00-11:00,,,,09:00-11:00,45.623129,-76.879507,No,Yes,Yes,No,No
Civic Centre,Petawawa,https://rcvtac.ca/,844-727-6404,K8H 3H5,16 Civic Centre Road,ON,,,,,09:00-11:00,45.894435,-77.259937,Yes,Yes,Yes,Yes,No
Pembroke Assessment Centre,Pembroke,https://rcvtac.ca/,844-727-6404,K8A 6W5,80 Richardson Crescent,ON,,12:00-18:00,,,09:00-15:00,45.78177,-77.127702,Yes,No,Yes,No,No
Trent Hills COVID19 Assessment Centre,Campbellford,https://www.thfht.com/wp-content/uploads/2020/05/PRESS-RELEASE-May-25-2020-AC-Final.pdf,705-395-1801,K0L 1L0,146 Oliver Road,ON,,08:30-16:30,,08:30-16:30,,44.31271,-77.790044,No,No,No,No,No
Northumberland Hills Hospital,Cobourg,https://nhh.ca/covid-19,905-377-7783,K9A 5W6,1000 Depalma Drive,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.976426,-78.202208,Yes,No,Yes,No,No
Hearst COVID-19 Assessment Centre,Hearst,http://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,705-372-2913,P0L 1N0,713 Front Street,ON,08:30-11:30,08:30-11:30,08:30-11:30,08:30-11:30,08:30-11:30,49.688956,-83.66072,No,Yes,No,No,Yes
Chapleau Health Services,Chapleau,https://www.sschs.ca/general/home.html,705-864-2568,P0M 1K0,2 Broomhead Road,ON,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,09:00-13:00,47.841198,-83.414963,Yes,Yes,No,No,Yes
Primacy Medical Centre,Sudbury,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,705-671-7373,P3A 5H7,1485 Lasalle Boulevard,ON,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,46.521729,-80.939584,No,Yes,Yes,Yes,No
Dingwall Medical Clinic Building,Dryden,http://www.drhc.on.ca/dryden-regional-health-centre-opens/,866-468-2240,P8N 2Z6,40 Goodall Street,ON,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,49.769556,-92.840763,Yes,No,No,Yes,No
Elliot Lake Family Health Team,Elliot Lake,http://www.elfht.com/,705-461-8882,P5A 1Y9,31 Nova Scotia Walk,ON,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,46.38584,-82.649431,No,No,No,Yes,No
Espanola & Area COVID Mobile Assessment Centre,Espanola,http://www.espanolaregionalhospital.ca/covid-19,705-869-1420 ext. 4500,P5E 1R4,825 McKinnon Drive,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,46.248923,-81.780886,No,Yes,No,No,No
Hornepayne Community Hospital,Hornepayne,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,807-868-2442 ext. 5230,P0M 1Z0,278 Front Street,ON,09:30-11:30&13:00-14:00,09:30-11:30&13:00-14:00,09:30-11:30&13:00-14:00,09:30-11:30&13:00-14:00,09:30-11:30&13:00-14:00,49.212129,-84.774749,Yes,No,Yes,Yes,Yes
Lake of the Woods District Hospital,Kenora,http://www.lwdh.on.ca/,807-468-9861 ext. 2483,P9N 3W7,21 Sylvan Street,ON,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,49.768091,-94.499429,Yes,Yes,No,No,Yes
Community Health Services Building,Fort Frances,https://www.riversidehealthcare.ca/,807-274-3261 ext. 4913,P9A 2B7,206 Victoria Avenue,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,48.607046,-93.392275,No,No,Yes,No,No
Mattawa Hospital,Mattawa,https://www.mattawahealth.ca/News/mattawa-assessment-centre,705-744-5511 ext. 0,P0H 1V0,217 Turcotte Park Road,ON,08:00-12:00,,10:00-12:00,10:00-12:00,,46.311018,-78.713456,No,No,No,Yes,Yes
Anson General Hospital site,Iroquois Falls,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,888-962-8718,P0K 1E0,58 Anson Drive,ON,,09:00-13:00,,09:00-13:00,closed,48.769108,-80.685429,No,Yes,Yes,No,Yes
The Lady Minto Hospital/Boy Scout Hall,Cochrane,https://www.micsgroup.com/about-mics/lady-minto-hospital/,888-962-8718,P0L 1C0,226-5th Street,ON,09:00-13:00,,09:00-13:00,,closed,49.0655164548736,-81.0219071485793,No,Yes,Yes,Yes,No
Nipigon District Memorial Hospital,Nipigon,https://www.ndfht.ca,807-887-5645,P0T 2J0,125 Hogan Road,ON,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,49.015611,-88.275905,Yes,Yes,No,Yes,No
North Bay Regional Health Centre,North Bay,http://www.nbrhc.on.ca/,705-474-8600 ext. 4110,P1B 5A4,50 College Drive,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,46.334984,-79.49471,Yes,No,No,Yes,No
North Shore Health Network - Blind River,Blind River,http://www.algomapublichealth.com/disease-and-illness/infectious-diseases/novel-coronavirus/#assessment,705-356-2265 ext. 2661,P0R 1B0,525 Causley Street,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,46.187422,-82.924052,Yes,Yes,No,No,Yes
North Shore Health Network - Thessalon,Thessalon,http://www.algomapublichealth.com/disease-and-illness/infectious-diseases/novel-coronavirus/#assessment,705-356-2265 ext. 2662,P0R 1L0,135 Dawson Drive,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,46.263058,-83.562473,Yes,No,No,Yes,Yes
Rainy River Health Centre,Rainy River,https://www.riversidehealthcare.ca/,807-274-3261 ext. 4913,P9A 2B7,207 Victoria Avenue,ON,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,48.607083,-93.39302,No,No,Yes,Yes,Yes
Santé Manitouwadge Health,Manitouwadge,https://www.mh.on.ca/assessmentcentre,807-826-3251 ext. 221,P0T 2C0,1 Health Care Crescent,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,49.127701,-85.824681,No,No,Yes,Yes,No
Sault Area Hospital / Kal Tire,Sault Ste. Marie,https://cac-sah.vertoengage.com/,705-759-3434 ext. 7152,P6B 5X5,165 Drive In Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,46.547984,-84.321432,No,Yes,No,Yes,Yes
Meno Ya Win Health Centre,Sioux Lookout,https://slmhc.on.ca/about/covid-19-information/covid-19-assessment-centre/,807-737-5880,P8T 1B4,1 Meno Ya Win Way,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,50.106023,-91.92795,Yes,Yes,No,No,No
Smooth Rock Falls Hospital,Smooth Rock Falls,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,705-338-2781 ext. 3229,P0L 2B0,107 Kelly Road,ON,,09:00-11:00,,09:00-11:00,,49.272619,-81.610334,No,No,No,Yes,No
Superior North EMS Community Paramedicine Program,Thunder Bay,https://www.tbdhu.com/coronavirus,807-935-8100,P7B 2M6,1408 Brown Street,ON,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,48.365919,-89.28123,No,No,No,Yes,No
Temiskaming Hospital,Temiskaming Shores,https://temiskaming-hospital.com/tem/,705-648-1844,P0J 1P0,421 Shepherdson Road,ON,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,09:00-12:00&13:00-16:00,47.495213,-79.693163,Yes,No,Yes,Yes,No
Thunder Bay Assessment Centre,Thunder Bay,https://www.tbdhu.com/coronavirus,807-935-8100,P7B 6V4,980 Oliver Road,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,48.424784,-89.269319,Yes,Yes,No,Yes,No
Fort Albany Hospital,Fort Albany,https://www.waha.ca/covid-19/,705-278-2150,P0L 1H0,5 Airport Road,ON,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,,52.206719,-81.684853,No,No,Yes,Yes,No
Attawapiskat Hospital,Attawapiskat,https://www.waha.ca/covid-19/,705-997-2150,P0L 1A0,972 Riverside East,ON,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,,52.922613,-82.425772,No,Yes,No,Yes,No
Moosonee Health Centre,Moosonee,https://www.waha.ca/covid-19/,705-336-2341,P0L 1Y0,5 Percy's Way,ON,13:00-16:00,,13:00-16:00,13:00-16:00,,51.271219,-80.65086,No,Yes,Yes,Yes,No
Kashechewan Health Services,Kashechewan,https://www.waha.ca/covid-19/,705-336-2294 ext. 326,P0L 1S0,,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,0,0,No,Yes,No,Yes,Yes
Peawanuck Nursing Station,Peawanuck,https://www.waha.ca/covid-19/,705-336-2294 ext. 326,P0L 2H0,,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,0,0,Yes,Yes,No,Yes,Yes
West Nipissing General Hospital,Sturgeon Falls,https://www.myhealthunit.ca/en/health-topics/coronavirus.asp,705-580-2186,P2B 2Y6,219 O'Hara Street,ON,12:00-16:00,12:00-16:00,,12:00-16:00,12:00-16:00,46.367086,-79.917254,No,No,Yes,Yes,No
Brant Community Healthcare System,Brantford,https://www.bchsys.org/en/covid-19-online-scheduling.aspx,519-751-5818,N3S2E4,79 Market Street South,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.135386,-80.263542,Yes,Yes,Yes,No,Yes
Cambridge Assessment Centre,Cambridge,https://myvisit.cmh.org/,226-895-1050,N3C 3T2,215 Holiday Inn Drive,ON,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,43.41699,-80.320331,Yes,Yes,No,No,No
Chatham-Kent Health Alliance,Chatham,http://www.assessmentbooking.ca,519-436-2556,N7L 1B5,10 Grand Avenue West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.40751,-82.19116,Yes,No,No,Yes,Yes
Erie Shores Healthcare,Leamington,https://www.erieshoreshealthcare.ca/COVID19AssessmentCentre,519-326-2373 ext. 4263,N8H 1N9,194 Talbot Street West,ON,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,42.048807,-82.614178,Yes,Yes,No,Yes,No
Grand River Hospital COVID-19 Testing Centre,Kitchener,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,519-749-4300 ext. 6824,N2G 1G3,835 King Street West,ON,07:30-18:30,07:30-18:30,07:30-18:30,07:30-18:30,07:30-18:30,43.456239,-80.511992,Yes,No,Yes,Yes,Yes
Grand River Hospital - Drive Thru COVID-19 Assessment Center,Kitchener,https://www.grhosp.on.ca/,226-806-5690,N2G 1H3,15 Charles Street West,ON,07:30-18:00,07:30-19:00,07:30-19:00,07:30-19:00,07:30-19:00,43.4492284816147,-80.4911559761408,Yes,No,No,Yes,No
Grey Bruce Health Services - Owen Sound,Owen Sound,https://gbhs.simplybook.me/v2/,519-378-1466,N4K 6C1,"1100 16th Avenue East, Unit C",ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,44.5710589081494,-80.9157453019511,No,No,Yes,Yes,Yes
Dave Andreychuk Mountain Arena Assessment Centre,Hamilton,https://www.hamilton.ca/coronavirus/assessment-centres,905-974-9848,L9A 2N3,25 Hester Street,ON,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,43.22559,-79.880934,No,Yes,Yes,Yes,Yes
Hamilton Health Sciences,Hamilton,http://www.HamiltonCovidTest.ca,905-974-9848,L8S 1A4,690 Main Street West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.26044,-79.897864,No,Yes,No,No,Yes
Hanover and District Hospital,Hanover,https://www.hanoverhospital.on.ca/news.php?pgid=121,519-378-1466,N4N 1N1,90 7th Avenue,ON,13:00-17:00,,13:00-17:00,,13:00-17:00,44.141506,-81.029323,Yes,Yes,Yes,Yes,Yes
Joseph Brant Hospital,Burlington,https://www.josephbranthospital.ca/en/redevelopment-expansion/covid-19-assessment-testing.asp?_mid_=33300,905-632-3737 ext. 6550,L7S 1C4,1230 North Shore Boulevard,ON,08:00-19:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,43.3170368880846,-79.8026846308755,No,No,No,Yes,No
Listowel Wingham Hospitals Alliance,Listowel,https://lwha.ca/covidbooking/,519-291-2133,N4W 2P5,255 Elizabeth Street East,ON,10:00-16:00,,13:00-17:00,,10:00-14:00,43.7336,-80.948919,Yes,Yes,No,Yes,No
Oakridge Arena,London,https://covidtestinglm.ca/,519-667-6886,N6H 2Z2,825 Valetta Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,42.975279,-81.305895,Yes,Yes,No,No,Yes
Niagara Health Greater Niagara General Site,Niagara Falls,https://www.niagarahealth.on.ca/centres,905-378-4647 ext. 42819,L2E 6X2,5546 Portage Road,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.094126,-79.089606,Yes,No,Yes,Yes,Yes
Niagara Health St. Catharines Site,St. Catharines,https://www.niagarahealth.on.ca/centres,905-378-4647 ext. 42819,L2S 0A9,1200 Fourth Avenue,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.153843,-79.278522,No,Yes,No,No,Yes
Six Nations COVID-19 Assessment & Drive-Through Test Centre,Ohsweken,https://www.sixnationscovid19.ca/,1-855-977-7737,N0A 1M0,1738 Fourth Line Road,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.069122,-80.122986,Yes,Yes,No,Yes,Yes
St. Joseph's Healthcare Hamilton - East End,Hamilton,http://www.HamiltonCovidTest.ca,905-974-9848,L8G 5E4,2757 King Street East,ON,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,43.2218,-79.774373,No,Yes,No,No,No
Carling Heights Optimist Community Centre,London,http://www.covidtestinglm.ca,519-685-8500 ext. 75503,N5Y 6L3,656 Elizabeth Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,42.998736,-81.228895,No,No,No,No,Yes
St. Mary's General Hospital - Bathurst Site,Waterloo,https://www.smgh.ca/,519-885-9517,N2V 2C5,"50 Bathurst Drive, Unit 1",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.507454,-80.538638,Yes,Yes,No,No,No
St. Thomas Elgin General Hospital,St. Thomas,https://www.stegh.on.ca/patients-visitors/covid-19/covid-19-assessment-centre/,519-631-2030 ext. 6210,N5R 5C4,189 Elm Street,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,42.763425,-81.180145,Yes,No,No,No,Yes
Tillsonburg District Memorial Hospital,Tillsonburg,https://www.tillsonburghospital.on.ca/about-tdmh/covid-19/,1-855-905-6148,N4G 1V4,17 Bear Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,42.863656,-80.733757,Yes,Yes,No,No,No
West Haldimand General Hospital,Hagersville,https://www.whgh.ca/,905-768-3311 ext. 1113,N0A 1H0,75 Parkview Road,ON,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,42.959342,-80.041081,No,No,No,No,No
Windsor Regional Hospital - Ouellette Campus,Windsor,https://www.wrh.on.ca/COVID19AssessmentCentre,519-973-4443,N9A 1E1,1030 Ouellette Avenue,ON,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,42.309167,-83.031869,Yes,Yes,No,No,Yes
Woodstock General Hospital,Woodstock,https://www.wgh.on.ca/display/PV/COVID-19+Assessment+Centre,1-855-905-6148,N4V 0A4,310 Juliana Drive,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.106722,-80.753799,Yes,Yes,Yes,No,Yes
Niagara Health - Welland Hospital Site (WHS),Welland,https://www.niagarahealth.on.ca/centres,905-378-4647 ext. 42819,L3B 4W6,65 Third Street,ON,09:00-17:00,,09:00-17:00,,09:00-17:00,42.979233,-79.24921,No,No,Yes,Yes,No
Killaloe - Killaloe Curling Club/Renfrew County Virtual Triage and Assessment Centre,Killaloe,https://rcvtac.ca/,844-727-6404,K0J 2A0,34 Cameron Street,ON,,,,14:00-15:30,,45.55808,-77.415574,Yes,No,No,No,No
Blanche River Health-Kirkland,Kirkland Lake,http://www.blancheriverhealth.ca/brh_website/,705-568-2127,P2N 3P4,145 Government Road East,ON,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,48.153552,-80.014725,No,No,No,Yes,Yes
South Georgian Bay Regional Assessment Centre,Collingwood,https://gbfht.ca/cac/,705-444-5885,L9Y 1N6,490 Ontario Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.503928,-80.201516,Yes,No,No,Yes,No
Midland Assessment Centre,Midland,https://outlook.office365.com/owa/calendar/GeorgianBayGeneralHospital@gbgh.on.ca/bookings/,705-529-1025,L4R 4P4,1156 St. Andrews Drive,ON,07:00-18:00,,07:00-15:00,07:00-15:00,07:00-15:00,44.74184,-79.912455,Yes,Yes,Yes,No,Yes
